,index,player,team,games,position,recTarg,recRec,recRec40s,recYds,recYds100Games,recTds,recTd40s,recDrops,catch,depth,ypt,ypr,rac,rzRecTarg,rzRecRec,rzRecTds,rzRecTargPct,rzRecRecPct,rzRecTdPct,ezRecTarg,ezRecTds,ezRecTargPct,ezRecRecPct,ezRecTdPct,rushCarries,rush40s,rushYds,rushYds100Games,rushTds,rushTd40s,ypc,yac,rushTa,tat,fumbles,rzRushCarries,rzRushTds,rzRushPct,rzRushTdPct,i5RushCarries,i5RushTds,i5RushPct,i5RushTdPct,patConversions,patAttempts,fantasyPts,ptsPerSnap,ptsPerTouch,FIN_W1,FIN_W2,FIN_W3,FIN_W4,FIN_W5,FIN_W6,FIN_W7,FIN_W8,FIN_W9,FIN_W10,FIN_W11,FIN_W12,FIN_W13,FIN_W14,FIN_W15,FIN_W16,FIN_W17,FIN_W18,SOS_W1,SOS_W2,SOS_W3,SOS_W4,SOS_W5,SOS_W6,SOS_W7,SOS_W8,SOS_W9,SOS_W10,SOS_W11,SOS_W12,SOS_W13,SOS_W14,SOS_W15,SOS_W16,SOS_W17,SOS_W18,ADP
136,187,Keith Smith,ATL,17,RB,10,9,0,56,0,0,0,1,90.0,1.8,5.6,6.22,4.56,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,9,0,31,0,0,0,3.44,2.0,0,0.0,0,1,0,11.1,0.0,0,0,0.0,0.0,0,0,17.7,0.07,0.98,6.1,0.3,0.0,0.2,0.0,,1.6,0.0,0.0,0.5,2.9,3.6,1.2,0.0,0.0,0.0,0.0,1.3,45.0,80.0,82.0,80.0,82.0,,59.0,81.0,75.0,73.0,53.0,55.0,64.0,70.0,79.0,89.0,83.0,73.0,
137,69,Kene Nwangwu,MIN,6,RB,5,4,0,9,0,0,0,0,80.0,-1.4,1.8,2.25,5.0,1,0,0,20.0,0.0,0.0,0,0,0.0,0.0,0.0,13,0,61,0,0,0,4.69,4.85,5,0.38,0,3,0,23.1,0.0,1,0,7.7,0.0,0,1,11.0,0.37,0.65,,,,,,,,,,,,0.7,2.4,,3.3,3.3,,0.4,,,,,,,,,,,,73.0,55.0,,61.0,59.0,,78.0,
138,148,Kenjon Barner,TB,1,RB,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,4,0,0,0,0,0,0.0,1.25,0,0.0,0,1,0,25.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,83.0,
139,165,Khari Blasingame,TEN,11,RB,2,2,0,4,0,0,0,0,100.0,0.0,2.0,2.0,2.0,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,3,0,6,0,0,0,2.0,2.67,0,0.0,1,0,0,0.0,0.0,0,0,0.0,0.0,0,0,3.0,0.03,0.6,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,0.6,,,0.0,0.9,0.0,1.5,87.0,85.0,,84.0,82.0,70.0,75.0,,,,,74.0,,,79.0,80.0,83.0,72.0,
140,159,Khyiris Tonga,CHI,1,RB,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,83.0,,
141,18,Kylin Hill,GB,4,RB,2,1,0,5,0,0,0,0,50.0,-2.5,2.5,5.0,7.0,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,10,0,24,0,0,0,2.4,1.9,0,0.0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,3.9,0.15,0.35,1.4,0.8,,,1.5,,0.2,,,,,,,,,,,,74.0,74.0,,,70.0,,72.0,,,,,,,,,,,,
142,91,La'Mical Perine,NYJ,3,RB,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,8,0,31,0,0,0,3.88,2.75,2,0.25,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,3.1,0.13,0.39,,,,,,,0.0,0.3,,,,,,2.8,,,,,,,,,,,75.0,79.0,,,,,,50.0,,,,,
143,17,Larry Rountree III,LAC,8,RB,2,1,0,-1,0,0,0,1,50.0,-1.0,-0.5,-1.0,1.0,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,36,0,87,0,1,0,2.42,1.97,3,0.08,0,7,1,19.4,100.0,2,1,5.6,100.0,0,0,15.6,0.15,0.42,2.7,0.8,0.3,3.1,,,,1.1,0.1,7.0,0.5,,,,,,,,61.0,74.0,79.0,57.0,,,,73.0,74.0,39.0,73.0,,,,,,,,
144,149,Latavius Murray,BLT,14,RB,13,10,0,75,0,0,0,2,76.9,0.23,5.77,7.5,6.9,4,2,0,30.8,20.0,0.0,0,0,0.0,0.0,0.0,119,1,501,1,6,1,4.21,3.2,12,0.1,0,22,5,18.5,83.3,6,2,5.0,33.3,0,0,103.6,0.27,0.8,8.8,9.6,2.8,11.9,5.0,13.6,,,,,5.3,1.4,5.5,6.1,6.1,3.4,3.1,21.0,34.0,27.0,59.0,27.0,50.0,21.0,,,,,39.0,69.0,38.0,36.0,45.0,56.0,58.0,7.0,
145,151,Le'Veon Bell,TB,8,RB,7,5,0,30,0,1,0,1,71.4,0.29,4.29,6.0,5.2,1,1,1,14.3,20.0,100.0,0,0,0.0,0.0,0.0,39,0,101,0,2,0,2.59,1.92,8,0.21,0,7,2,17.9,100.0,3,2,7.7,100.0,1,1,36.1,0.21,0.82,,,,1.1,,7.8,1.4,,10.8,0.1,,,,,,-0.1,6.5,8.5,,,,71.0,,37.0,60.0,,27.0,76.0,,,,,,103.0,38.0,33.0,
146,166,Leki Fotu,ARZ,1,RB,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,87.0,,,,,,,,,,,,,,,,,,
147,134,Malcolm Brown,MIA,7,RB,4,3,0,10,0,0,0,0,75.0,0.5,2.5,3.33,3.0,1,1,0,25.0,33.3,0.0,0,0,0.0,0.0,0.0,33,0,125,0,1,0,3.79,2.79,5,0.15,0,7,0,21.2,0.0,4,0,12.1,0.0,0,0,22.5,0.17,0.63,1.6,2.1,9.1,3.7,0.0,4.1,1.9,,,,,,,,,,,,70.0,67.0,32.0,52.0,82.0,45.0,55.0,,,,,,,,,,,,
148,186,Malcom Brown,JAX,5,RB,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,,,,,,,,,,,0.0,0.0,,0.0,,0.0,0.0,,,,,,,,,,,,77.0,83.0,,71.0,,79.0,89.0,,,
149,171,Matthew Adams,IND,1,RB,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,85.0,,,,,,,,,,,,,,,,,
150,6,Mekhi Sargent,JAX,4,RB,1,0,0,0,0,0,0,1,0.0,-5.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,5,0,11,0,0,0,2.2,1.6,0,0.0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,1.1,0.18,0.22,0.2,,0.2,,,,,,,,,,0.5,,,,,0.2,83.0,,80.0,,,,,,,,,,67.0,,,,,80.0,
151,150,Micah Hyde,BUF,4,RB,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,85.0,82.0,84.0,82.0,,,,,,,,,,,,,,
152,185,Michael Burton,KC,16,RB,3,3,0,31,0,0,0,0,100.0,-2.33,10.33,10.33,12.67,1,1,0,33.3,33.3,0.0,0,0,0.0,0.0,0.0,8,0,26,0,1,0,3.25,2.13,1,0.13,0,3,1,37.5,100.0,1,0,12.5,0.0,0,0,14.7,0.15,1.34,0.2,2.1,0.0,0.5,0.2,0.0,,0.0,0.0,0.0,0.0,,0.3,0.3,10.7,0.2,0.2,0.0,83.0,67.0,82.0,75.0,79.0,70.0,,81.0,75.0,77.0,83.0,,68.0,67.0,25.0,86.0,78.0,83.0,
153,80,Mike Boone,DEN,4,RB,2,2,0,22,0,0,0,0,100.0,-0.5,11.0,11.0,11.5,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,4,0,35,0,0,0,8.75,2.5,0,0.0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,7.7,0.31,1.28,,,,,,1.3,,0.0,,,,,6.4,,,,0.0,,,,,,,60.0,,81.0,,,,,36.0,,,,83.0,,
154,124,Mike Hilton,CIN,1,RB,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,,,,0.0,,,,,,,,,,,,,,,,,,82.0,,,,,,,,,,,,,,,,
155,30,Minkah Fitzpatrick,PIT,4,RB,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,,0.0,,,,0.0,,,,,,,,0.0,,0.0,,,,87.0,,,,82.0,,,,,,,,71.0,,79.0,,,,
156,1,Nate McCrary,BLT,1,RB,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,1,0,-1,0,0,0,-1.0,2.0,0,0.0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,-0.1,-0.05,-0.1,,,,,,,,,,,,,-0.1,,,,,,,,,,,,,,,,,,89.0,,,,,,
157,37,Nathan Cottrell,JAX,1,RB,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,1,0,3,0,0,0,3.0,6.0,1,1.0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.3,0.3,0.3,,,,,,,,,,,,,,,,0.3,,,,,,,,,,,,,,,,,,84.0,,,
158,189,Nick Bellore,SEA,11,RB,1,1,0,4,0,0,0,0,100.0,1.0,4.0,4.0,3.0,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,1.4,0.07,1.4,,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,0.0,1.4,,0.0,0.0,0.0,,85.0,,84.0,82.0,70.0,75.0,81.0,,,,,71.0,61.0,,89.0,83.0,83.0,
159,172,Nick Ralston,DAL,1,RB,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,,,,0.0,,,,,,,,,,,,,,,,,,82.0,,,,,,,,,,,,,,,,
160,83,Patrick Laird,MIA,6,RB,3,3,0,17,0,0,0,0,100.0,-2.0,5.67,5.67,7.67,1,1,0,33.3,33.3,0.0,0,0,0.0,0.0,0.0,1,0,4,0,0,0,4.0,2.0,0,0.0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,5.1,0.09,1.27,,,,,,,,2.0,0.0,1.2,1.9,0.0,0.0,,,,,,,,,,,,,68.0,75.0,67.0,59.0,78.0,71.0,,,,,,
161,163,Patrick Ricard,BLT,13,RB,11,8,0,63,0,1,0,0,72.7,1.64,5.73,7.88,5.88,1,1,1,9.1,12.5,100.0,0,0,0.0,0.0,0.0,2,0,4,0,0,0,2.0,1.5,0,0.0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,20.7,0.04,2.07,3.5,0.2,0.0,1.4,0.0,0.0,0.0,,12.5,0.0,0.2,1.0,1.9,,,,0.0,,57.0,82.0,82.0,67.0,82.0,70.0,75.0,,23.0,77.0,80.0,71.0,59.0,,,,83.0,,
162,72,Patrick Taylor Jr.,GB,5,RB,2,2,0,3,0,0,0,0,100.0,-1.0,1.5,1.5,2.5,1,1,0,50.0,50.0,0.0,0,0,0.0,0.0,0.0,23,0,89,0,1,0,3.87,3.04,6,0.26,0,9,1,39.1,100.0,2,1,8.7,100.0,0,0,17.2,0.27,0.69,,,,,,,,,,0.7,1.1,,,0.0,,,1.8,13.6,,,,,,,,,,70.0,68.0,,,70.0,,,70.0,20.0,
163,178,Paul Quessenberry,HST,1,RB,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,89.0,,,
164,123,Peyton Barber,LV,9,RB,13,10,0,67,0,0,0,1,76.9,1.08,5.15,6.7,7.5,3,2,0,23.1,20.0,0.0,0,0,0.0,0.0,0.0,55,0,212,1,2,0,3.85,3.53,11,0.2,2,11,2,20.0,100.0,3,2,5.5,100.0,0,0,49.9,0.43,0.77,,3.2,23.2,0.0,,,,,,,0.3,,1.2,4.0,5.6,9.2,3.2,,,58.0,6.0,84.0,,,,,,,78.0,,64.0,44.0,47.0,30.0,57.0,,
165,100,Phillip Lindsay,MIA,14,RB,5,4,0,45,0,1,0,1,80.0,-2.4,9.0,11.25,13.25,1,0,0,20.0,0.0,0.0,0,0,0.0,0.0,0.0,88,0,249,0,1,0,2.83,2.14,6,0.07,0,8,1,9.1,100.0,2,1,2.3,100.0,0,0,45.4,0.29,0.49,8.5,9.4,0.5,-0.1,1.9,7.4,0.8,0.8,2.8,,-0.3,4.2,,,,3.6,1.9,4.0,37.0,28.0,76.0,106.0,65.0,38.0,67.0,75.0,58.0,,98.0,47.0,,,,52.0,68.0,59.0,
166,40,Qadree Ollison,ATL,7,RB,5,4,0,12,0,0,0,1,80.0,0.2,2.4,3.0,2.0,1,1,0,20.0,25.0,0.0,0,0,0.0,0.0,0.0,21,0,105,0,1,0,5.0,3.0,1,0.05,1,3,1,14.3,100.0,0,0,0.0,0.0,0,0,21.7,0.31,0.87,,,,,,,,,,,5.4,,2.5,2.3,1.7,0.0,1.9,7.9,,,,,,,,,,,38.0,,54.0,56.0,69.0,89.0,68.0,38.0,
167,33,Reggie Bonnafon,CAR,1,RB,2,2,0,12,0,0,0,0,100.0,1.0,6.0,6.0,5.0,1,1,0,50.0,50.0,0.0,0,0,0.0,0.0,0.0,1,0,4,0,0,0,4.0,2.0,0,0.0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,3.6,0.26,1.2,,,,,,,,,,,,,,,,3.6,,,,,,,,,,,,,,,,,,52.0,,,
168,168,Reggie Gilliam,BUF,15,RB,5,3,0,23,0,0,0,0,60.0,3.8,4.6,7.67,8.0,1,0,0,20.0,0.0,0.0,1,0,20.0,0.0,0.0,3,0,3,0,0,0,1.0,1.33,1,0.33,0,2,0,66.7,0.0,0,0,0.0,0.0,0,0,5.6,0.04,0.93,0.0,0.2,0.0,1.9,0.0,0.0,,0.0,,0.0,1.7,0.0,,0.0,0.0,1.8,0.0,0.0,87.0,82.0,82.0,65.0,82.0,70.0,,81.0,,77.0,63.0,78.0,,70.0,79.0,73.0,83.0,83.0,
169,92,Rodney Smith,CAR,2,RB,5,5,0,48,0,0,0,0,100.0,2.6,9.6,9.6,7.0,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,9.8,0.26,1.96,,,,9.8,0.0,,,,,,,,,,,,,,,,,34.0,82.0,,,,,,,,,,,,,,
170,78,Ronald Jones,TB,16,RB,12,10,0,64,0,0,0,1,83.3,-1.08,5.33,6.4,7.6,1,0,0,8.3,0.0,0.0,0,0,0.0,0.0,0.0,101,0,428,0,4,0,4.24,2.53,13,0.13,2,14,4,13.9,100.0,5,1,5.0,25.0,0,0,83.2,0.38,0.75,1.4,4.6,1.1,8.5,4.6,3.9,6.3,2.9,,0.0,9.3,9.7,1.2,0.8,9.1,16.1,3.7,,74.0,49.0,67.0,41.0,51.0,46.0,37.0,60.0,,77.0,23.0,28.0,64.0,65.0,29.0,12.0,54.0,,
171,56,Royce Freeman,HST,13,RB,14,10,0,77,0,0,0,1,71.4,-0.29,5.5,7.7,7.6,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,56,0,169,0,0,0,3.02,2.54,6,0.11,0,6,0,10.7,0.0,1,0,1.8,0.0,0,0,34.6,0.16,0.52,,0.0,3.5,1.2,1.8,0.3,2.9,2.5,,,,,3.1,12.6,0.8,3.4,2.5,0.0,,85.0,54.0,68.0,66.0,69.0,49.0,65.0,,,,,50.0,20.0,75.0,56.0,63.0,83.0,
172,54,Ryan Nall,CHI,6,RB,1,1,0,4,0,0,0,0,100.0,4.0,4.0,4.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,1,0,4,0,0,0,4.0,6.0,0,0.0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,1.8,0.09,0.9,,,,,0.0,0.0,1.4,0.4,0.0,,,,,,,,0.0,,,,,,82.0,70.0,60.0,78.0,75.0,,,,,,,,83.0,,
173,49,Ryquell Armstead,JAX,2,RB,4,3,0,16,0,0,0,1,75.0,-1.0,4.0,5.33,7.0,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,15,0,80,0,0,0,5.33,3.4,2,0.13,0,2,0,13.3,0.0,0,0,0.0,0.0,0,0,12.6,0.38,0.7,,,,,,,,,,,,,,,,,4.4,8.2,,,,,,,,,,,,,,,,,48.0,37.0,
174,13,Salvon Ahmed,MIA,12,RB,18,12,0,117,0,0,0,2,66.7,1.72,6.5,9.75,10.75,3,1,0,16.7,8.3,0.0,0,0,0.0,0.0,0.0,54,0,149,0,0,0,2.76,2.0,4,0.07,0,3,0,5.6,0.0,0,0,0.0,0.0,0,0,38.6,0.23,0.58,4.8,1.7,0.0,3.3,4.1,4.7,7.2,3.8,0.6,2.5,,3.6,2.3,,,,,,50.0,70.0,82.0,53.0,52.0,43.0,36.0,56.0,70.0,55.0,,55.0,56.0,,,,,,
175,5,Scottie Phillips,HST,2,RB,3,2,0,9,0,0,0,0,66.7,0.0,3.0,4.5,4.0,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,6,0,13,0,0,0,2.17,1.83,0,0.0,0,1,0,16.7,0.0,0,0,0.0,0.0,0,0,4.2,0.22,0.53,,,,,,,,4.0,0.2,,,,,,,,,,,,,,,,,54.0,73.0,,,,,,,,,,
176,176,Sutton Smith,LV,7,RB,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,78.0,71.0,70.0,79.0,89.0,83.0,83.0,
177,155,Taiwan Jones,BUF,1,RB,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,81.0,,,,,,,,,,,
178,139,Tevin Coleman,NYJ,11,RB,14,11,0,49,0,0,0,1,78.6,-1.07,3.5,4.45,8.09,5,4,0,35.7,36.4,0.0,0,0,0.0,0.0,0.0,84,0,356,0,0,0,4.24,3.45,17,0.2,0,13,0,15.5,0.0,6,0,7.1,0.0,0,0,51.5,0.29,0.54,2.4,2.4,,5.1,1.1,,,,,5.3,2.8,9.0,10.7,,5.0,7.1,,0.6,62.0,63.0,,49.0,74.0,,,,,44.0,54.0,31.0,25.0,,53.0,42.0,,77.0,
179,70,Tony Jones Jr.,NO,10,RB,7,5,0,29,0,0,0,0,71.4,0.86,4.14,5.8,5.8,1,1,0,14.3,20.0,0.0,0,0,0.0,0.0,0.0,54,0,142,0,0,0,2.63,2.02,5,0.09,0,4,0,7.4,0.0,1,0,1.9,0.0,0,0,22.1,0.17,0.37,6.3,0.7,4.2,1.5,,,,,,,0.2,2.7,,3.9,,0.6,-0.2,2.2,42.0,77.0,52.0,66.0,,,,,,,80.0,59.0,,46.0,,83.0,104.0,66.0,
180,158,Tory Carter,TEN,8,RB,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,,,,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,,0.0,,,,,,,82.0,84.0,,70.0,,81.0,,77.0,83.0,78.0,,70.0,,,,,
181,45,Travis Homer,SEA,14,RB,20,16,0,161,0,0,0,1,80.0,2.1,8.05,10.06,8.31,3,2,0,15.0,12.5,0.0,0,0,0.0,0.0,0.0,21,1,177,0,1,1,8.43,2.86,4,0.19,0,3,0,14.3,0.0,1,0,4.8,0.0,0,0,55.8,0.31,1.51,0.0,3.4,7.8,0.5,2.8,6.4,1.4,2.2,,5.5,0.4,,19.0,,,0.0,2.7,3.7,87.0,57.0,38.0,75.0,61.0,39.0,60.0,66.0,,42.0,76.0,,13.0,,,89.0,61.0,62.0,
182,52,Trayveon Williams,CIN,2,RB,2,1,0,4,0,0,0,0,50.0,-5.5,2.0,4.0,11.0,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,15,0,51,0,0,0,3.4,2.6,5,0.33,0,3,0,20.0,0.0,0,0,0.0,0.0,0,0,6.5,0.18,0.41,,,,,,1.3,,,,,,,,,,,,5.2,,,,,,60.0,,,,,,,,,,,,50.0,
183,84,Tremon Smith,HST,1,RB,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,1,0,7,0,0,0,7.0,2.0,0,0.0,0,1,0,100.0,0.0,0,0,0.0,0.0,0,0,0.7,0.7,0.7,,,,,,,,,,,,,,,,0.7,,,,,,,,,,,,,,,,,,82.0,,,
184,11,Trenton Cannon,SF,3,RB,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,3,0,4,0,0,0,1.33,1.0,0,0.0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.4,0.04,0.13,0.5,-0.1,,0.0,,,,,,,,,,,,,,,79.0,104.0,,84.0,,,,,,,,,,,,,,,
185,64,Trey Ragas,LV,1,RB,2,2,0,6,0,0,0,0,100.0,-3.5,3.0,3.0,6.5,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,1,0,9,0,0,0,9.0,4.0,0,0.0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,3.5,0.39,1.17,,,,,,,,,,,,,,3.5,,,,,,,,,,,,,,,,,,49.0,,,,,
186,53,Ty Johnson,NYJ,16,RB,53,34,0,372,0,2,0,9,64.2,2.38,7.02,10.94,9.71,5,4,2,9.4,11.8,100.0,0,0,0.0,0.0,0.0,61,0,238,0,2,0,3.9,2.15,8,0.13,1,12,2,19.7,100.0,6,2,9.8,100.0,0,0,119.0,0.29,1.25,3.6,5.0,3.3,3.3,11.4,,13.1,19.6,14.1,8.8,2.3,4.2,3.5,9.7,,0.0,17.2,-0.1,55.0,47.0,55.0,53.0,32.0,,20.0,10.0,16.0,30.0,56.0,47.0,49.0,27.0,,89.0,18.0,102.0,
187,75,Ty'Son Williams,BLT,8,RB,12,9,0,84,0,0,0,0,75.0,2.25,7.0,9.33,8.0,4,3,0,33.3,33.3,0.0,0,0,0.0,0.0,0.0,35,0,185,0,1,0,5.29,3.23,7,0.2,1,5,0,14.3,0.0,1,0,2.9,0.0,0,0,41.9,0.27,0.95,18.4,11.3,2.2,,4.1,,5.4,,0.0,,,0.1,,,,,,0.4,9.0,22.0,63.0,,52.0,,41.0,,75.0,,,77.0,,,,,,78.0,
188,162,Vita Vea,TB,2,RB,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,87.0,85.0,,,,,,,,,,,,,,,,,
189,110,Wayne Gallman,MIN,6,RB,1,1,0,21,0,0,0,0,100.0,1.0,21.0,21.0,20.0,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,28,0,104,0,0,0,3.71,2.57,3,0.11,0,1,0,3.6,0.0,0,0,0.0,0.0,0,0,13.5,0.29,0.47,,,,2.9,0.2,,0.2,,,8.6,-0.3,1.9,,,,,,,,,,59.0,79.0,,72.0,,,34.0,98.0,66.0,,,,,,,
190,128,Wendell Smallwood,WAS,2,RB,4,4,0,22,0,0,0,0,100.0,2.0,5.5,5.5,3.5,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,5,0,25,0,0,0,5.0,2.2,1,0.2,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,8.7,0.41,0.97,,,,,,,,,,,,,4.5,,,,4.2,,,,,,,,,,,,,,41.0,,,,50.0,,
